,COEFF,QUARTER,REFYEAR,REFWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
12834,0.0905589054,_A,2004,26,DK,0.0,1,9,2.0,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,2.0,1.0,2.0,3.0,35.0,40.0,,,1.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,3.0,0,0,1,1,1,1,1,0,0,0,0,0,1,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,4.0,,,9.0,9.0,9,9,9.0,9.0
12838,0.1299336821,_A,2004,26,DK,0.0,1,9,2.0,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,5,5.0,4,2.0,1.0,1,1,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,2.0,9.0,9.0,,9,9,9.0,
12844,0.0727517503,_A,2004,25,DK,0.0,1,9,1.0,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,3.0,3.0,1,1,1,1,1,1,0,0,0,1,1,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,H,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
12860,0.480808215,_A,2004,17,DK,3.0,1,9,2.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,12,5.0,4,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,50.0,2.0,1.0,1.0,L,999.0,3.0,9.0,9.0,,9,9,9.0,
12876,0.0543312596,_A,2004,15,DK,0.0,1,9,3.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,5.0,4,4.0,2.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,H,999.0,7.0,9.0,9.0,,9,9,9.0,
12887,0.0761326112,_A,2004,20,DK,3.0,1,9,2.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,5,5.0,4,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,5.0,9.0,9.0,,9,9,9.0,
12889,0.0942458617,_A,2004,17,DK,0.0,1,9,2.0,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,12,5.0,4,5.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,L,999.0,5.0,9.0,9.0,,9,9,9.0,
12892,0.1405714015,_A,2004,25,DK,0.0,1,9,2.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,3.0,2.0,1.0,9.0,23.0,23.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,2.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,1.0,1.0,9.0,1.0,L,3.0,,,9.0,9.0,9,9,9.0,9.0
12896,0.1422142741,_A,2004,15,DK,0.0,1,9,3.0,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,2,5.0,4,3.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,60.0,2.0,1.0,1.0,L,999.0,2.0,9.0,9.0,,9,9,9.0,
12903,0.0667476483,_A,2004,24,DK,,1,9,2.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,11.0,005-EU28,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,1,5.0,4,3.0,2.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,H,999.0,3.0,9.0,9.0,,9,9,9.0,
12933,0.5255107919,_A,2004,24,DK,0.0,1,9,3.0,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,7,5.0,4,000-OWN COUNTRY,2001.0,99.0,2.0,1.0,9.0,24.0,0.0,,,99.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,2,1.0,3.0,2.0,999.0,1.0,9.0,1.0,M,36.0,,,9.0,9.0,9,9,9.0,9.0
12956,0.4985371952,_A,2004,26,DK,0.0,1,9,2.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1998.0,99.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,72.0,,,9.0,9.0,9,9,9.0,9.0
12963,0.0784839816,_A,2004,26,DK,3.0,1,9,1.0,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,3.0,1.0,2.0,3.0,37.0,37.0,,,97.0,1.0,30.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,2.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,3.0,,,9.0,9.0,9,9,9.0,9.0
12971,0.3886222856,_A,2004,16,DK,3.0,1,9,3.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2000.0,99.0,2.0,1.0,9.0,32.0,26.0,,,12.0,1.0,30.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,L,48.0,,,9.0,9.0,9,9,9.0,9.0
12983,0.0940364857,_A,2004,22,DK,3.0,1,9,3.0,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1985.0,99.0,2.0,1.0,9.0,27.0,27.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,3.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,228.0,,,9.0,9.0,9,9,9.0,9.0
13012,0.1477029914,_A,2004,19,DK,3.0,1,9,3.0,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,6,5.0,4,2.0,1.0,1,0,1,1,0,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,6.0,9.0,9.0,,9,9,9.0,
13014,0.1533934076,_A,2004,19,DK,3.0,1,9,1.0,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,3.0,1.0,1.0,9.0,45.0,45.0,,,97.0,,40.0,1.0,2.0,5.0,3.0,9.0,9999.0,99,9.0,9,2.0,1.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,L,2.0,,,,9.0,9,9,,9.0
13020,0.5617789652,_A,2004,21,DK,0.0,1,9,1.0,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,5.0,4,3.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,1.0,5.0,2.0,999.0,3.0,9.0,1.0,M,999.0,7.0,9.0,9.0,,9,9,9.0,
13048,0.5523961416,_A,2004,25,DK,0.0,1,9,1.0,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,3,5.0,4,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,3.0,9.0,9.0,,9,9,9.0,
13077,0.1729488812,_A,2004,21,DK,0.0,1,9,3.0,2,5,2004,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,0.0,4,2.0,1.0,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,7.0,9.0,9.0,,9,9,9.0,
13078,0.0757032481,_A,2004,18,DK,0.0,1,9,2.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,2,5.0,4,3.0,3.0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,1.0,5.0,2.0,999.0,2.0,1.0,1.0,H,999.0,2.0,9.0,9.0,,9,9,9.0,
13081,0.1528169577,_A,2004,22,DK,3.0,1,9,2.0,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,5,5.0,4,2.0,3.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,L,999.0,5.0,9.0,9.0,,9,9,9.0,
13083,0.4197858964,_A,2004,15,DK,3.0,1,9,3.0,2,4,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,10,5.0,4,3.0,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,140.0,2.0,2.0,1.0,L,999.0,4.0,9.0,9.0,,9,9,9.0,
13088,0.0700505576,_A,2004,17,DK,0.0,1,9,2.0,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,2.0,3.0,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,H,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
13093,0.0897692862,_A,2004,24,DK,0.0,1,9,1.0,2,6,2004,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,1.0,2.0,2.0,4.0,23.0,17.0,,,7.0,1.0,37.0,1.0,2.0,5.0,3.0,9.0,9999.0,99,9.0,9,2.0,3.0,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,5.0,,,,9.0,9,9,,9.0
13120,0.0748611758,_A,2004,20,DK,0.0,1,9,1.0,2,5,2004,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,12.0,2.0,2.0,4.0,29.0,29.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,3.0,0,0,1,0,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,5.0,,,9.0,9.0,9,9,9.0,9.0
13134,0.0803404553,_A,2004,16,DK,3.0,1,9,1.0,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,10,5.0,4,5.0,2.0,1,0,0,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,1.0,40.0,2.0,2.0,1.0,M,999.0,4.0,9.0,9.0,,9,9,9.0,
13135,0.0827419184,_A,2004,20,DK,0.0,1,9,2.0,2,5,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2000.0,99,5.0,4,3.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,8.0,9.0,9.0,,9,9,9.0,
13140,0.1524130033,_A,2004,15,DK,0.0,1,9,2.0,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1984.0,99.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,L,240.0,,,9.0,9.0,9,9,9.0,9.0
13145,0.0717858649,_A,2004,25,DK,3.0,1,9,1.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,8.0,1.0,2.0,4.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,10.0,,,9.0,9.0,9,9,9.0,9.0
13186,0.0656810288,_A,2004,26,DK,0.0,1,9,2.0,2,6,2004,1,2,47.0,000-OWN COUNTRY,11.0,005-EU28,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,5,5.0,4,,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,H,999.0,5.0,9.0,9.0,,9,9,9.0,
13220,0.1099020311,_A,2004,26,DK,0.0,1,9,1.0,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,12,5.0,4,2.0,2.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,M,999.0,4.0,9.0,9.0,,9,9,9.0,
13226,0.0568339142,_A,2004,22,DK,0.0,1,9,1.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,8,5.0,4,000-OWN COUNTRY,2003.0,8.0,2.0,2.0,4.0,15.0,0.0,,,99.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,3.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,9.0,,,9.0,9.0,9,9,9.0,9.0
13231,0.0604516846,_A,2004,15,DK,0.0,1,9,1.0,2,4,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,4,5.0,4,3.0,3.0,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,1.0,8.0,2.0,3.0,1.0,H,999.0,5.0,9.0,9.0,,9,9,9.0,
13241,0.517961441,_A,2004,17,DK,0.0,1,9,3.0,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,1.0,1.0,2.0,6.0,45.0,37.0,,,7.0,,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,3.0,,,9.0,9.0,9,9,9.0,9.0
13242,0.0857048596,_A,2004,15,DK,0.0,1,9,3.0,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,5.0,4,3.0,3.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,7.0,9.0,9.0,,9,9,9.0,
13260,0.4743129761,_A,2004,23,DK,3.0,1,9,1.0,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,2.0,1.0,1.0,9.0,80.0,75.0,,,7.0,,45.0,1.0,2.0,5.0,20.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,1,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,28.0,,,,9.0,9,9,,9.0
13274,0.7336526774,_A,2004,16,DK,0.0,1,9,1.0,2,4,2004,1,2,32.0,NO ANSWER,,NO ANSWER,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,3.0,1.0,1,0,0,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,1.0,30.0,2.0,1.0,1.0,L,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
13280,0.0865473478,_A,2004,14,DK,3.0,1,9,3.0,2,4,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,5.0,4,2.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,L,999.0,7.0,9.0,9.0,,9,9,9.0,
13281,0.1646154933,_A,2004,24,DK,0.0,1,9,1.0,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,4.0,2.0,2.0,3.0,26.0,26.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,3.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,2.0,,,9.0,9.0,9,9,9.0,9.0
13283,0.0763340935,_A,2004,15,DK,3.0,1,9,1.0,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,6,5.0,4,4.0,3.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,H,999.0,6.0,9.0,9.0,,9,9,9.0,
13287,0.3784594777,_A,2004,25,DK,,1,9,3.0,2,6,2004,1,1,65.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,6.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,24.0,,,9.0,9.0,9,9,9.0,9.0
13317,0.5637121908,_A,2004,15,DK,0.0,1,9,3.0,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,5.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2.0,1.0,1.0,L,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
13322,0.3896326074,_A,2004,22,DK,0.0,1,9,2.0,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1986.0,99.0,2.0,1.0,9.0,30.0,30.0,,,97.0,1.0,30.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,216.0,,,9.0,9.0,9,9,9.0,9.0
13327,0.1124648027,_A,2004,20,DK,0.0,1,9,1.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,4.0,2.0,1.0,9.0,25.0,25.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,15.0,1.0,9.0,1.0,H,1.0,,,9.0,9.0,9,9,9.0,9.0
13334,0.1111822007,_A,2004,18,DK,3.0,1,9,2.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,10.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,6.0,,,9.0,9.0,9,9,9.0,9.0
13348,0.0754731226,_A,2004,16,DK,0.0,1,9,1.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,8,5.0,4,2.0,2.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,M,999.0,4.0,9.0,9.0,,9,9,9.0,
13349,0.0938203051,_A,2004,24,DK,0.0,1,9,3.0,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,12.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,30.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,4.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,18.0,,,9.0,9.0,9,9,9.0,9.0
13353,0.0699211034,_A,2004,20,DK,3.0,1,9,1.0,2,5,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,10,5.0,4,4.0,1.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,4.0,9.0,9.0,,9,9,9.0,
