,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
129435,0.1622877943,_A,2004,20,24,ES,0.0,1,9,6,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,5.0,5.0,4,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,1.0,9.0,9.0,,05,9,9,9.0,
129451,0.0432867184,_A,2004,16,17,ES,3.0,1,9,5,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,9.0,5.0,4,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,H,999,4.0,9.0,9.0,,05,9,9,9.0,
129460,0.2355768611,_A,2004,18,19,ES,3.0,1,9,2,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,7.0,5.0,4,6.0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,M,999,4.0,9.0,9.0,,04,9,9,9.0,
129462,0.1227176038,_A,2004,15,16,ES,3.0,1,9,4,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,3.0,3.0,0,0,0,1,0,1,0,0,0,0,1.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,M,999,,9.0,9.0,9.0,02,9,9,9.0,9.0
129470,0.2377492799,_A,2004,16,17,ES,3.0,1,9,1,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,3.0,9.0,9.0,,03,9,9,9.0,
129509,0.1841821405,_A,2004,23,24,ES,3.0,1,9,4,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,2.0,5.0,4,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,3.0,9.0,9.0,,6+,9,9,9.0,
129513,0.1253792563,_A,2004,18,19,ES,3.0,1,9,4,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,H,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
129539,0.2145032832,_A,2004,19,20,ES,3.0,1,9,5,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,6.0,1.0,0,0,1,1,0,1,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,2.0,9.0,9.0,,05,9,9,9.0,
129546,0.3457951954,_A,2004,24,25,ES,0.0,1,9,3,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2001,99.0,2,1,9.0,6,6,,,97,0.0,6.0,1,1,9.0,99,9,9999,99.0,9.0,9,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,M,36,,,9.0,9.0,02,9,9,9.0,9.0
129551,0.2993486357,_A,2004,15,16,ES,0.0,1,9,1,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,11.0,5.0,4,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,2,1.0,1,L,999,3.0,9.0,9.0,,03,9,9,9.0,
129556,0.0350685688,_A,2004,26,27,ES,3.0,1,9,6,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
129565,0.0868667445,_A,2004,21,22,ES,3.0,1,9,3,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,10.0,5.0,4,2.0,2.0,1,0,1,0,0,0,0,0,0,1,,0,9.0,1,2,9.0,1.0,,2,2.0,1,L,999,4.0,9.0,9.0,,04,9,9,9.0,
129593,0.1270984288,_A,2004,26,27,ES,3.0,1,9,4,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,6.0,5.0,4,3.0,3.0,1,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,H,999,5.0,9.0,9.0,,05,9,9,9.0,
129601,0.1191649375,_A,2004,18,19,ES,0.0,1,9,6,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,2.0,1.0,0,0,0,1,1,1,1,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,3.0,9.0,9.0,,04,9,9,9.0,
129604,0.6090474876,_A,2004,15,16,ES,0.0,1,9,1,2,4,2004,1,2,47.0,005-EU28,5.0,005-EU28,1.0,99,5.0,9,000-OWN COUNTRY,2003,4.0,2,1,9.0,15,15,,,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,M,12,,,9.0,9.0,02,9,9,9.0,9.0
129609,0.6179151044,_A,2004,14,15,ES,0.0,1,9,6,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,5.0,3.0,0,0,0,0,0,1,0,0,0,0,0.0,0,9.0,1,1,5.0,2.0,999.0,2,3.0,1,H,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
129611,0.1924930124,_A,2004,19,20,ES,0.0,1,9,1,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,3.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,2,3.0,1,H,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
129660,0.352004076,_A,2004,22,23,ES,0.0,1,9,1,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003,5.0,2,2,,12,12,,,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,6.0,3.0,1,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,L,12,,,9.0,9.0,03,9,9,9.0,9.0
129661,0.2992958472,_A,2004,18,19,ES,0.0,1,9,1,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,4.0,1,2,2.0,40,40,,,97,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,2.0,1,0,1,1,0,1,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,L,0,,,9.0,9.0,03,9,9,9.0,9.0
129669,0.3684652854,_A,2004,18,25,ES,0.0,1,9,6,2,4,2004,1,1,32.0,005-EU28,5.0,005-EU28,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,2.0,5.0,4,6.0,3.0,0,0,0,1,1,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,5.0,9.0,9.0,,02,9,9,9.0,
129674,0.0975074178,_A,2004,22,23,ES,0.0,1,9,4,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,6.0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,2.0,9.0,9.0,,02,9,9,9.0,
129680,0.691928174,_A,2004,15,16,ES,0.0,1,9,6,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,3.0,1.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,3.0,9.0,9.0,,04,9,9,9.0,
129684,0.0976949107,_A,2004,19,20,ES,3.0,1,9,5,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,1.0,0,0,1,0,1,0,0,0,0,0,1.0,0,9.0,1,1,5.0,2.0,999.0,2,1.0,1,M,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
129696,0.3265991351,_A,2004,15,16,ES,0.0,1,9,3,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,3.0,9.0,9.0,,04,9,9,9.0,
129698,0.4739172857,_A,2004,16,18,ES,0.0,1,9,3,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,10.0,5.0,4,3.0,3.0,1,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,6.0,9.0,9.0,,03,9,9,9.0,
129766,0.2410275637,_A,2004,17,18,ES,0.0,1,9,1,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004,4.0,1,2,1.0,40,24,,,14,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,L,0,,,9.0,9.0,03,9,9,9.0,9.0
129773,0.2735400334,_A,2004,20,21,ES,0.0,1,9,3,2,5,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,1.0,5.0,4,6.0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,3.0,9.0,9.0,,,9,9,9.0,
129788,0.1159106604,_A,2004,21,22,ES,3.0,1,9,6,2,5,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,5.0,1,2,1.0,37,37,,,97,0.0,37.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,M,0,,,9.0,9.0,02,9,9,9.0,9.0
129795,0.2008391995,_A,2004,19,20,ES,0.0,1,9,1,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,9.0,5.0,4,5.0,2.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,02,9,9,9.0,
129831,0.1928288311,_A,2004,26,27,ES,3.0,1,9,4,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1975,99.0,9.0,4,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,8.0,9.0,9.0,9.0,04,9,9,9.0,9.0
129834,0.1480186752,_A,2004,22,23,ES,0.0,1,9,2,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,3.0,9.0,9.0,,02,9,9,9.0,
129852,0.1320680579,_A,2004,14,15,ES,3.0,1,9,5,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,6.0,5.0,4,6.0,2.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,6+,9,9,9.0,
129864,0.1433471905,_A,2004,22,23,ES,3.0,1,9,2,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,3.0,5.0,4,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,5.0,9.0,9.0,,04,9,9,9.0,
129870,0.2039634552,_A,2004,25,26,ES,3.0,1,9,4,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
129871,0.0610538197,_A,2004,21,24,ES,0.0,1,9,4,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2000,99.0,1,9,9.0,40,40,99.0,99.0,97,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,L,48,,,9.0,9.0,03,9,9,9.0,9.0
129889,0.1568358128,_A,2004,15,16,ES,0.0,1,9,5,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1995,99.0,9.0,4,6.0,1.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,8.0,9.0,9.0,9.0,01,9,9,9.0,9.0
129890,0.3356171232,_A,2004,18,19,ES,0.0,1,9,2,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004,4.0,2,2,3.0,10,10,,,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,0,0,1,1,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,L,0,,,9.0,9.0,02,9,9,9.0,9.0
129891,0.9252278139,_A,2004,16,17,ES,0.0,1,9,5,2,4,2004,1,2,20.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2003,10.0,2,2,,20,8,,,14,1.0,35.0,1,1,9.0,99,9,9999,99.0,9.0,9,3.0,1.0,0,0,0,1,1,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,M,6,,,9.0,9.0,03,9,9,9.0,9.0
129892,0.1843922837,_A,2004,17,18,ES,0.0,1,9,4,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,3.0,1.0,1,0,1,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,2.0,9.0,9.0,,04,9,9,9.0,
129895,0.2599926024,_A,2004,16,17,ES,0.0,1,9,3,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1993,99.0,9.0,4,6.0,3.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,8.0,9.0,9.0,9.0,03,9,9,9.0,9.0
129902,0.219215369,_A,2004,15,16,ES,3.0,1,9,5,2,4,2004,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,H,999,,9.0,9.0,9.0,02,9,9,9.0,9.0
129909,0.3290124094,_A,2004,19,20,ES,0.0,1,9,5,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,1.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,1,3.0,2.0,999.0,2,1.0,1,L,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
129918,0.189623483,_A,2004,21,22,ES,0.0,1,9,6,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,12.0,0.0,4,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,5.0,9.0,9.0,,02,9,9,9.0,
129924,0.1570714162,_A,2004,15,16,ES,3.0,1,9,3,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2002,9.0,1,9,9.0,45,40,99.0,99.0,12,,45.0,1,1,9.0,99,9,9999,99.0,9.0,9,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,L,19,,,9.0,9.0,03,9,9,9.0,9.0
129936,0.2394694947,_A,2004,26,27,ES,0.0,1,9,4,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1988,99.0,9.0,4,3.0,3.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,8.0,9.0,9.0,9.0,04,9,9,9.0,9.0
129945,0.1363388948,_A,2004,22,23,ES,0.0,1,9,3,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,9.0,5.0,4,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,H,999,4.0,9.0,9.0,,02,9,9,9.0,
129966,0.1653028049,_A,2004,16,17,ES,0.0,1,9,1,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1994,99.0,9.0,4,6.0,3.0,0,0,1,0,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,2,3.0,1,M,999,8.0,9.0,9.0,9.0,03,9,9,9.0,9.0
129967,0.1202612863,_A,2004,18,19,ES,3.0,1,9,3,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2000,99.0,5.0,4,3.0,3.0,0,0,1,1,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,8.0,9.0,9.0,,02,9,9,9.0,
129972,0.2397361579,_A,2004,20,21,ES,0.0,1,9,1,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1999,99.0,5.0,4,6.0,3.0,1,0,1,1,1,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,H,999,8.0,9.0,9.0,,03,9,9,9.0,
130024,0.102274498,_A,2004,15,16,ES,0.0,1,9,4,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1995,99.0,9.0,4,6.0,3.0,1,1,0,0,1,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,8.0,9.0,9.0,9.0,02,9,9,9.0,9.0
130050,0.1726290455,_A,2004,25,26,ES,3.0,1,9,5,2,6,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,9.0,5.0,4,6.0,2.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,02,9,9,9.0,
130089,0.1501756739,_A,2004,15,16,ES,0.0,1,9,3,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,1.0,5.0,4,2.0,3.0,1,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,04,9,9,9.0,
130094,0.4852033387,_A,2004,22,23,ES,0.0,1,9,3,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,9.0,1,1,5.0,2.0,999.0,3,9.0,1,M,999,3.0,9.0,9.0,,04,9,9,9.0,
130107,0.4828029497,_A,2004,18,19,ES,0.0,1,9,1,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,11.0,5.0,4,6.0,2.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,05,9,9,9.0,
