,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
59086,0.5083801059,_A,2004,25,26,RO,1,9,1,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
59101,0.3752576492,_A,2004,20,21,RO,1,9,4,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,3,5,4,2.0,1.0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,03,9,9,9.0,
59122,0.434414253,_A,2004,15,16,RO,1,9,2,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
59127,0.2263586983,_A,2004,21,22,RO,1,9,3,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1994,99,9,4,2.0,3.0,0,0,0,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,02,9,9,9.0,9.0
59138,0.2940402382,_A,2004,22,23,RO,1,9,2,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,6.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,M,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
59168,0.3089680437,_A,2004,25,26,RO,1,9,3,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,1992,99,1,9.0,9.0,30,40,99.0,99.0,1.0,0.0,40.0,1,1,9,99,9.0,9999,99,9,9,2.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,L,144,,,9.0,9.0,03,9,9,9.0,9.0
59169,0.3024787056,_A,2004,19,20,RO,1,9,2,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1995,99,9,4,,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,05,9,9,9.0,9.0
59180,0.3352327421,_A,2004,15,16,RO,1,9,3,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1999,99,0,4,,3.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,8.0,9.0,9.0,,05,9,9,9.0,
59276,0.1886323292,_A,2004,18,19,RO,1,9,2,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,3,0,4,3.0,2.0,0,0,0,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,01,9,9,9.0,
59288,0.4376648422,_A,2004,24,25,RO,1,9,1,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,2.0,3.0,1,0,0,1,0,1,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,H,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
59316,0.2404714118,_A,2004,21,22,RO,1,9,4,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1994,99,9,4,6.0,3.0,0,0,1,0,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,02,9,9,9.0,9.0
59350,0.5037141579,_A,2004,21,22,RO,1,9,2,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,3.0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,L,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
59400,0.3679583231,_A,2004,17,18,RO,1,9,2,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1995,99,1,9.0,9.0,0,50,99.0,99.0,1.0,,40.0,1,1,9,99,9.0,9999,99,9,9,2.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,M,108,,,9.0,9.0,6+,9,9,9.0,9.0
59429,0.3651640861,_A,2004,20,21,RO,1,9,3,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,0,0,1,1,1,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
59447,0.3196358926,_A,2004,20,21,RO,1,9,4,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,3,5,4,2.0,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,03,9,9,9.0,
59471,0.1997085912,_A,2004,16,17,RO,1,9,2,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,2.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,M,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
59472,0.4555596373,_A,2004,23,24,RO,1,9,2,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
59475,0.3863371358,_A,2004,22,23,RO,1,9,3,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,4,2,9.0,9.0,0,25,99.0,99.0,,1.0,40.0,1,1,9,99,9.0,9999,99,9,9,3.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,L,1,,,9.0,9.0,6+,9,9,9.0,9.0
59538,0.3162627799,_A,2004,18,19,RO,1,9,2,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1985,99,1,1.0,9.0,40,40,,,97.0,,50.0,1,1,9,99,9.0,9999,99,9,9,,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,H,228,,,9.0,9.0,04,9,9,9.0,9.0
59555,0.4908578168,_A,2004,21,22,RO,1,9,2,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,3.0,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,2.0,0.0,L,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
59571,0.3772345877,_A,2004,14,15,RO,1,9,3,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,1,5,4,,1.0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,3.0,9.0,9.0,,03,9,9,9.0,
59593,0.4417290162,_A,2004,16,17,RO,1,9,1,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003,11,1,1.0,9.0,50,50,,,97.0,,50.0,1,1,9,99,9.0,9999,99,9,9,2.0,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,M,5,,,9.0,9.0,04,9,9,9.0,9.0
59599,0.5152776539,_A,2004,20,21,RO,1,9,3,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2000,99,5,4,2.0,3.0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,8.0,9.0,9.0,,05,9,9,9.0,
59612,0.1732205095,_A,2004,18,19,RO,1,9,4,2,4,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2003,3,5,4,,3.0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,5.0,9.0,9.0,,01,9,9,9.0,
59668,0.3460448334,_A,2004,24,25,RO,1,9,4,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,4,5,4,2.0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,02,9,9,9.0,
59671,0.4160716384,_A,2004,15,16,RO,1,9,2,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1999,99,5,4,,3.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,,9,9,9.0,
59692,0.1880013438,_A,2004,23,24,RO,1,9,1,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2000,99,5,4,,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,01,9,9,9.0,
59693,0.3211216455,_A,2004,25,26,RO,1,9,2,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,2.0,1.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,,9.0,9.0,9.0,02,9,9,9.0,9.0
59697,0.5315961015,_A,2004,16,17,RO,1,9,2,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1998,99,5,4,2.0,3.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,05,9,9,9.0,
59733,0.4631207622,_A,2004,14,15,RO,1,9,3,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
59743,0.2927644404,_A,2004,20,21,RO,1,9,3,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,2000,99,1,9.0,9.0,0,35,99.0,99.0,,,35.0,1,1,9,99,9.0,9999,99,9,9,,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,L,48,,,9.0,9.0,03,9,9,9.0,9.0
59748,0.364157606,_A,2004,18,19,RO,1,9,3,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2003,3,1,1.0,9.0,40,40,,,97.0,,40.0,1,1,9,99,9.0,9999,99,9,9,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,9,2,9,2.0,999,1,9.0,0.0,H,13,,,9.0,9.0,02,9,9,9.0,9.0
59817,0.1965423248,_A,2004,17,18,RO,1,9,3,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2002,9,5,4,,3.0,0,0,1,1,1,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,6.0,9.0,9.0,,02,9,9,9.0,
59818,0.4298858271,_A,2004,23,24,RO,1,9,1,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1997,99,5,4,,3.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,03,9,9,9.0,
59819,0.3841698911,_A,2004,16,17,RO,1,9,2,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,2.0,3.0,0,0,0,0,1,1,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
59846,0.173860437,_A,2004,15,16,RO,1,9,4,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,2.0,3.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,01,9,9,9.0,9.0
59855,0.4801027557,_A,2004,16,17,RO,1,9,3,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1994,99,9,4,,3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,05,9,9,9.0,9.0
59860,0.4316978131,_A,2004,16,17,RO,1,9,3,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1994,99,2,9.0,9.0,0,25,99.0,99.0,,1.0,40.0,1,1,9,99,9.0,9999,99,9,9,,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,L,120,,,9.0,9.0,05,9,9,9.0,9.0
59869,0.1989706594,_A,2004,25,26,RO,1,9,3,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,0.0,9,000-OWN COUNTRY,2001,99,2,9.0,9.0,30,30,99.0,99.0,97.0,1.0,48.0,1,1,9,99,9.0,9999,99,9,9,,3.0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,M,36,,,9.0,9.0,03,9,9,9.0,9.0
59876,0.4353595921,_A,2004,24,25,RO,1,9,1,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1997,99,5,4,,3.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,04,9,9,9.0,
59877,0.2590483269,_A,2004,26,27,RO,1,9,2,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,4,5,4,,1.0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,03,9,9,9.0,
59894,0.2171060922,_A,2004,20,21,RO,1,9,1,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,0.0,9,000-OWN COUNTRY,2000,99,2,9.0,9.0,0,40,99.0,99.0,2.0,0.0,40.0,1,1,9,99,9.0,9999,99,9,9,2.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,L,48,,,9.0,9.0,02,9,9,9.0,9.0
59896,0.2788891181,_A,2004,17,18,RO,1,9,3,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1999,99,5,4,,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,03,9,9,9.0,
59911,0.2881214633,_A,2004,16,17,RO,1,9,3,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1999,99,5,4,6.0,3.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,02,9,9,9.0,
59937,0.570550178,_A,2004,23,24,RO,1,9,4,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,5,2,9.0,9.0,0,30,99.0,99.0,,1.0,40.0,1,1,9,99,9.0,9999,99,9,9,3.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,1,9.0,0.0,L,1,,,9.0,9.0,6+,9,9,9.0,9.0
59941,0.1792696255,_A,2004,25,26,RO,1,9,3,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,0.0,9,000-OWN COUNTRY,2004,3,2,9.0,9.0,0,60,99.0,99.0,,0.0,48.0,1,1,9,99,9.0,9999,99,9,9,2.0,2.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,9,2,9,2.0,999,1,9.0,0.0,L,3,,,9.0,9.0,02,9,9,9.0,9.0
59977,0.4890121311,_A,2004,24,25,RO,1,9,2,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2004,4,5,4,,2.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,2.0,9.0,9.0,,05,9,9,9.0,
59980,0.2423196961,_A,2004,24,25,RO,1,9,4,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1992,99,9,4,2.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,03,9,9,9.0,9.0
59993,0.1823335495,_A,2004,20,21,RO,1,9,2,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2003,5,0,4,3.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,1.0,0.0,M,999,5.0,9.0,9.0,,04,9,9,9.0,
60013,0.1929702768,_A,2004,24,25,RO,1,9,1,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,,3.0,0,0,0,0,1,1,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,H,999,,9.0,9.0,9.0,02,9,9,9.0,9.0
60019,0.1883071253,_A,2004,19,20,RO,1,9,3,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2000,99,5,4,,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,01,9,9,9.0,
60022,0.5233976435,_A,2004,21,22,RO,1,9,4,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1993,99,9,4,2.0,3.0,0,0,0,1,1,0,0,1,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,9.0,03,9,9,9.0,9.0
60036,0.4559100896,_A,2004,14,15,RO,1,9,1,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,2.0,3.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
60101,0.4691043373,_A,2004,24,25,RO,1,9,1,2,6,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,0.0,9999,99,9,4,2.0,3.0,0,0,1,1,0,1,0,0,1,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
60105,0.1205290445,_A,2004,15,16,RO,1,9,3,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,2000,99,5,4,2.0,3.0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,M,999,8.0,9.0,9.0,,01,9,9,9.0,
60109,0.310135096,_A,2004,25,26,RO,1,9,4,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9,9.0,9.0,99,99,99.0,99.0,99.0,9.0,99.0,9,9,9,99,1.0,1994,99,9,4,2.0,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,9.0,1,2,9,2.0,999,2,3.0,0.0,L,999,8.0,9.0,9.0,9.0,02,9,9,9.0,9.0
