,COEFF,QUARTER,REFYEAR,COUNTRY,DEGURBA,HHTYPE,HHINST,INTQUEST,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,SUPVISOR,SIZEFIRM,COUNTRYW,YSTARTWK,MSTARTWK,WAYJFOUN,FTPT,FTPTREAS,TEMP,TEMPREAS,TEMPDUR,TEMPAGCY,SHIFTWK,EVENWK,NIGHTWK,SATWK,SUNWK,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,WAYMORE,HWWISH,HOMEWK,LOOKOJ,LOOKREAS,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,LEAVREAS,STAPROPR,SEEKWORK,SEEKREAS,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,AVAIREAS,PRESEEK,NEEDCARE,REGISTER,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,COURPURP,COURWORH,HATYEAR,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,METHFW,LENTR4W,PURP4W,STARTIME,LEAVCLAS,INCDECIL,NACE1D,NACE2J1D,NACEPR1D
40958,0.251501,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,13.0,000-OWN COUNTRY,2000.0,99.0,9.0,1.0,9.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,30.0,30.0,0.0,0.0,97.0,0.0,9.0,30.0,3.0,1.0,6.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2002.0,1.0,400.0,999.0,9.0,0.0,H,0.0,9.0,9.0,156.0,,3.0,H,9,9
40964,0.254319,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,13.0,000-OWN COUNTRY,2011.0,8.0,9.0,1.0,9.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,38.0,31.0,0.0,0.0,12.0,0.0,9.0,38.0,3.0,1.0,7.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2006.0,1.0,400.0,999.0,9.0,0.0,H,0.0,9.0,9.0,22.0,,5.0,H,9,9
40971,0.249377,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,13.0,000-OWN COUNTRY,2012.0,3.0,1.0,1.0,9.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,2.0,2.0,38.0,38.0,0.0,0.0,97.0,0.0,9.0,38.0,3.0,1.0,6.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,1.0,3.0,1,1.0,2011.0,1.0,400.0,999.0,9.0,1.0,H,0.0,,,11.0,,3.0,H,9,9
40972,0.199606,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,13.0,000-OWN COUNTRY,2011.0,1.0,9.0,1.0,9.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0,2.0,3.0,36.0,36.0,0.0,0.0,97.0,0.0,9.0,36.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2009.0,1.0,400.0,999.0,9.0,0.0,H,0.0,9.0,9.0,32.0,,3.0,H,9,9
40984,0.184113,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,12.0,000-OWN COUNTRY,2011.0,12.0,9.0,1.0,9.0,2.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,37.0,37.0,0.0,0.0,97.0,1.0,4.0,50.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2012.0,1.0,400.0,999.0,9.0,0.0,H,0.0,9.0,9.0,20.0,,3.0,H,9,9
40987,0.170673,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,10.0,000-OWN COUNTRY,2009.0,99.0,9.0,2.0,5.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,22.0,23.0,1.0,0.0,16.0,1.0,2.0,38.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,3.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,2009.0,1.0,400.0,999.0,9.0,0.0,H,0.0,9.0,9.0,48.0,,1.0,H,9,9
40989,0.200041,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,1.0,12.0,000-OWN COUNTRY,2010.0,99.0,9.0,1.0,9.0,1.0,9.0,9.0,0.0,3.0,2.0,3.0,3.0,3.0,40.0,45.0,5.0,0.0,16.0,0.0,9.0,40.0,3.0,1.0,6.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,1.0,40.0,1,1.0,2009.0,1.0,400.0,999.0,9.0,1.0,H,0.0,,,36.0,,4.0,H,9,9
40991,0.128705,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,13.0,000-OWN COUNTRY,2004.0,99.0,9.0,1.0,9.0,1.0,9.0,9.0,0.0,1.0,2.0,3.0,1.0,3.0,38.0,45.0,0.0,0.0,1.0,0.0,9.0,38.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2003.0,1.0,400.0,999.0,9.0,0.0,H,0.0,9.0,9.0,108.0,,3.0,H,9,9
40992,0.239005,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,10.0,000-OWN COUNTRY,2013.0,5.0,0.0,1.0,9.0,2.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,36.0,36.0,0.0,0.0,97.0,0.0,9.0,36.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,1,0,1,1,1,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2011.0,1.0,400.0,999.0,9.0,0.0,H,0.0,9.0,9.0,5.0,,3.0,H,9,9
40998,0.263206,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,10.0,000-OWN COUNTRY,2012.0,9.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,20.0,40.0,0.0,0.0,1.0,0.0,9.0,20.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,1.0,0,0,1,1,1,1,1,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,1.0,20.0,2,4.0,2011.0,1.0,400.0,999.0,9.0,1.0,H,0.0,,,5.0,,1.0,H,9,9
41002,0.313752,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,4,5.0,9,2.0,12.0,000-OWN COUNTRY,2012.0,1.0,9.0,1.0,9.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,36.0,0.0,0.0,0.0,99.0,0.0,9.0,36.0,3.0,1.0,6.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,2.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2008.0,1.0,400.0,999.0,9.0,0.0,H,0.0,9.0,9.0,14.0,,4.0,H,9,9
41004,0.249717,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,12.0,000-OWN COUNTRY,2004.0,99.0,9.0,2.0,5.0,1.0,9.0,9.0,0.0,3.0,2.0,3.0,2.0,3.0,15.0,15.0,0.0,0.0,97.0,1.0,3.0,38.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2000.0,1.0,400.0,999.0,9.0,0.0,M,0.0,9.0,9.0,108.0,,1.0,B,9,9
41014,0.2586,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,13.0,000-OWN COUNTRY,2008.0,99.0,9.0,1.0,9.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,38.0,38.0,0.0,0.0,97.0,0.0,9.0,38.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,1,1,1,1,1,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,1.0,5,2.0,999.0,9,9.0,2008.0,1.0,400.0,999.0,9.0,1.0,M,0.0,,,60.0,,5.0,H,9,9
41020,0.101778,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,11.0,000-OWN COUNTRY,2013.0,6.0,0.0,1.0,9.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,38.0,38.0,0.0,0.0,97.0,0.0,9.0,38.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,1.0,5,2.0,999.0,9,9.0,2004.0,1.0,400.0,999.0,9.0,1.0,M,0.0,,,3.0,,4.0,H,9,9
41026,0.153481,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,7,5.0,1,2.0,10.0,000-OWN COUNTRY,2013.0,2.0,1.0,1.0,9.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,38.0,0.0,0.0,0.0,99.0,1.0,3.0,43.0,3.0,1.0,3.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2004.0,1.0,400.0,999.0,9.0,0.0,M,0.0,9.0,9.0,4.0,,3.0,H,9,9
41028,0.209443,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,13.0,000-OWN COUNTRY,2006.0,99.0,9.0,1.0,9.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,39.0,39.0,3.0,0.0,97.0,0.0,9.0,39.0,3.0,1.0,6.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,1995.0,1.0,400.0,999.0,9.0,0.0,M,0.0,9.0,9.0,84.0,,3.0,H,9,9
41032,0.126996,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,13.0,000-OWN COUNTRY,2012.0,7.0,9.0,1.0,9.0,1.0,9.0,9.0,0.0,1.0,1.0,3.0,2.0,3.0,38.0,15.0,0.0,0.0,8.0,0.0,9.0,38.0,3.0,1.0,6.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2005.0,1.0,400.0,999.0,9.0,0.0,M,0.0,9.0,9.0,14.0,,3.0,H,9,9
41054,0.255665,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,1.0,10.0,000-OWN COUNTRY,2012.0,12.0,0.0,2.0,1.0,1.0,9.0,9.0,0.0,1.0,1.0,3.0,1.0,3.0,25.0,26.0,0.0,0.0,1.0,0.0,9.0,25.0,2.0,1.0,6.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,1.0,5,2.0,999.0,9,9.0,2009.0,1.0,500.0,999.0,9.0,1.0,H,0.0,,,3.0,,2.0,G,9,9
41062,0.200767,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,7,5.0,1,2.0,11.0,000-OWN COUNTRY,2011.0,10.0,9.0,1.0,9.0,1.0,9.0,9.0,0.0,3.0,2.0,3.0,2.0,2.0,30.0,0.0,0.0,0.0,99.0,0.0,9.0,30.0,3.0,1.0,2.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2011.0,1.0,500.0,999.0,9.0,0.0,H,0.0,9.0,9.0,22.0,,2.0,G,9,9
41074,0.269798,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,4,5.0,9,2.0,10.0,000-OWN COUNTRY,2012.0,8.0,0.0,2.0,4.0,2.0,3.0,,0.0,3.0,3.0,3.0,3.0,3.0,16.0,0.0,0.0,0.0,99.0,1.0,2.0,36.0,3.0,1.0,2.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,5.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2012.0,1.0,500.0,999.0,9.0,0.0,H,0.0,9.0,9.0,5.0,,1.0,H,9,9
41095,0.342956,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,10.0,000-OWN COUNTRY,2009.0,99.0,9.0,1.0,9.0,1.0,9.0,9.0,0.0,3.0,1.0,1.0,1.0,1.0,80.0,80.0,0.0,0.0,97.0,0.0,9.0,98.0,1.0,1.0,3.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,4.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,1.0,3,2.0,999.0,9,9.0,2008.0,1.0,500.0,999.0,9.0,1.0,H,0.0,,,48.0,,2.0,H,9,9
41101,0.282861,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,10.0,000-OWN COUNTRY,2010.0,99.0,9.0,2.0,5.0,1.0,9.0,9.0,0.0,1.0,1.0,3.0,1.0,1.0,21.0,31.0,2.0,0.0,16.0,1.0,4.0,30.0,3.0,1.0,4.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,2.0,2.0,9,1.0,3.0,1,1.0,2004.0,1.0,500.0,999.0,9.0,1.0,L,0.0,,,36.0,,1.0,G,9,9
41102,0.229146,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,10.0,000-OWN COUNTRY,2008.0,99.0,9.0,2.0,5.0,1.0,9.0,9.0,0.0,1.0,1.0,2.0,1.0,1.0,30.0,32.0,0.0,0.0,1.0,1.0,3.0,38.0,3.0,1.0,6.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,4.0,2.0,9,1.0,4.0,1,1.0,2003.0,1.0,500.0,999.0,9.0,1.0,L,0.0,,,60.0,,2.0,G,9,9
41110,0.127159,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,10.0,000-OWN COUNTRY,2013.0,1.0,0.0,2.0,3.0,1.0,9.0,9.0,0.0,1.0,3.0,3.0,3.0,3.0,11.0,8.0,0.0,0.0,7.0,1.0,4.0,40.0,3.0,1.0,4.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,4.0,9.0,4.0,4.0,2.0,9,2.0,999.0,9,9.0,1999.0,1.0,500.0,999.0,9.0,0.0,L,0.0,9.0,9.0,2.0,,1.0,H,9,9
41114,0.270521,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,13.0,000-OWN COUNTRY,2010.0,99.0,9.0,2.0,5.0,1.0,9.0,9.0,0.0,1.0,2.0,3.0,1.0,2.0,30.0,36.0,6.0,0.0,16.0,0.0,9.0,38.0,3.0,1.0,4.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2008.0,1.0,500.0,999.0,9.0,0.0,M,0.0,9.0,9.0,36.0,,2.0,G,9,9
41123,0.501333,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,12.0,000-OWN COUNTRY,2009.0,99.0,9.0,2.0,5.0,1.0,9.0,9.0,0.0,1.0,1.0,3.0,1.0,2.0,38.0,38.0,0.0,0.0,97.0,1.0,3.0,40.0,3.0,1.0,6.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2011.0,1.0,500.0,999.0,9.0,0.0,M,0.0,9.0,9.0,48.0,,3.0,G,9,9
41130,0.219228,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,13.0,000-OWN COUNTRY,2011.0,3.0,9.0,1.0,9.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,1.0,30.0,27.0,0.0,0.0,7.0,0.0,9.0,38.0,3.0,1.0,3.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,1.0,4.0,1,1.0,2008.0,1.0,500.0,999.0,9.0,1.0,M,0.0,,,27.0,,3.0,G,9,9
41133,0.211364,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,10.0,000-OWN COUNTRY,2012.0,9.0,0.0,2.0,5.0,1.0,9.0,9.0,0.0,1.0,3.0,3.0,1.0,3.0,30.0,36.0,1.0,0.0,16.0,1.0,3.0,37.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,4.0,1.0,5,2.0,999.0,9,9.0,2006.0,1.0,500.0,999.0,9.0,1.0,M,0.0,,,9.0,,1.0,G,9,9
41136,0.102082,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,11.0,000-OWN COUNTRY,2013.0,6.0,0.0,2.0,5.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,20.0,20.0,0.0,0.0,97.0,1.0,2.0,38.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,2.0,2.0,9,2.0,999.0,9,9.0,2007.0,1.0,500.0,999.0,9.0,0.0,M,0.0,9.0,9.0,1.0,,1.0,G,9,9
41146,0.192443,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,11.0,000-OWN COUNTRY,2005.0,99.0,9.0,2.0,5.0,1.0,9.0,9.0,0.0,1.0,2.0,3.0,1.0,1.0,30.0,30.0,0.0,0.0,97.0,1.0,3.0,38.0,3.0,1.0,4.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,1998.0,1.0,500.0,999.0,9.0,0.0,M,0.0,9.0,9.0,96.0,,2.0,G,9,9
41148,0.222807,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,11.0,000-OWN COUNTRY,2013.0,6.0,0.0,1.0,9.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,38.0,38.0,0.0,0.0,97.0,0.0,9.0,38.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1998.0,1.0,500.0,999.0,9.0,0.0,M,0.0,9.0,9.0,2.0,,2.0,G,9,9
41151,0.227338,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,13.0,000-OWN COUNTRY,2012.0,5.0,9.0,2.0,4.0,1.0,9.0,9.0,0.0,1.0,1.0,3.0,1.0,1.0,30.0,40.0,4.0,0.0,16.0,1.0,4.0,40.0,3.0,1.0,4.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2001.0,1.0,500.0,999.0,9.0,0.0,M,0.0,9.0,9.0,12.0,,2.0,G,9,9
41159,0.23124,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,1.0,12.0,000-OWN COUNTRY,2011.0,3.0,9.0,1.0,9.0,1.0,9.0,9.0,0.0,1.0,1.0,3.0,1.0,1.0,38.0,38.0,0.0,0.0,97.0,0.0,9.0,38.0,3.0,1.0,6.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2005.0,1.0,500.0,999.0,9.0,0.0,M,0.0,9.0,9.0,26.0,,6.0,G,9,9
41163,0.093886,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,10.0,000-OWN COUNTRY,2013.0,1.0,1.0,1.0,9.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0,2.0,3.0,38.0,24.0,0.0,0.0,8.0,0.0,9.0,38.0,3.0,1.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2003.0,1.0,500.0,999.0,9.0,0.0,M,0.0,9.0,9.0,5.0,,2.0,G,9,9
41164,0.286705,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,2.0,11.0,000-OWN COUNTRY,2007.0,99.0,9.0,2.0,1.0,2.0,3.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,10.0,10.0,0.0,0.0,97.0,0.0,9.0,10.0,3.0,1.0,7.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,4.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,1.0,5,2.0,999.0,9,9.0,2005.0,1.0,500.0,999.0,9.0,1.0,M,0.0,,,72.0,,1.0,G,9,9
41176,0.279765,_A,2013,FI,4.0,1,9,2,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,4,0.0,9,9.0,99.0,000-OWN COUNTRY,2008.0,99.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,3.0,25.0,0.0,99.0,99.0,99.0,0.0,9.0,25.0,2.0,1.0,3.0,1.0,9.0,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9.0,4.0,2.0,9,2.0,999.0,9,9.0,2001.0,1.0,500.0,999.0,9.0,0.0,M,0.0,9.0,9.0,60.0,,99.0,H,9,9
