,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,SUPVISOR,SIZEFIRM,COUNTRYW,YSTARTWK,MSTARTWK,WAYJFOUN,FTPT,FTPTREAS,TEMP,TEMPREAS,TEMPDUR,TEMPAGCY,SHIFTWK,EVENWK,NIGHTWK,SATWK,SUNWK,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,WAYMORE,HWWISH,HOMEWK,LOOKOJ,LOOKREAS,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,LEAVREAS,STAPROPR,SEEKWORK,SEEKREAS,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,AVAIREAS,PRESEEK,NEEDCARE,REGISTER,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,COURPURP,COURWORH,HATYEAR,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,METHFW,LENTR4W,PURP4W,STARTIME,LEAVCLAS,INCDECIL,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS
181275,0.06868,_A,2013,27,28,HU,4.0,1,9,6,2,7,2013,1,1.0,15-24,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,2,9,4,1.0,3,2.0,999,9,9,2012,2.0,999.0,999,1.0,1.0,M,0.0,,,999,,99.0,9,9,9,5
181293,0.03504,_A,2013,6,7,HU,4.0,1,9,5,2,2,2013,1,2.0,15-24,005-EU28,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,2,3,1,1,1,1,1,1,0,0,0,0,1,0,0,9,1,9,2,9,2,2.0,9,2.0,999,9,9,2011,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,,99.0,9,9,9,1
181298,0.04428,_A,2013,34,35,HU,4.0,1,9,3,2,8,2013,1,1.0,40-54,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2009,99.0,0.0,9,4,9,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1980,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,2
181300,0.05537,_A,2013,46,47,HU,4.0,1,9,6,2,11,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2003,99.0,99.0,9,4,9,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1975,2.0,999.0,999,1.0,0.0,L,0.0,9.0,9.0,999,8.0,99.0,9,9,9,2
181312,0.0585,_A,2013,49,50,HU,4.0,1,9,1,2,12,2013,1,2.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,9,1,9,4,9,4,2.0,9,2.0,999,9,9,2009,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,,99.0,9,9,9,1
181352,0.02768,_A,2013,14,15,HU,4.0,1,9,4,2,4,2013,1,2.0,40-54,005-EU28,00,000-OWN COUNTRY,1,99,5.0,9,2,12,000-OWN COUNTRY,2012,9.0,0,1,9,2,2,3,0,3,3,3,3,3,40,32,0,0,12,0,9,40,3,1,6,1,9,99,9.0,9999,99.0,99.0,9,9,9,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,9,9,9,9,4,2.0,9,2.0,999,9,9,1974,1.0,900.0,999,9.0,0.0,L,0.0,9.0,9.0,7,,2.0,B,9,9,2
181357,0.04801,_A,2013,47,48,HU,3.0,1,9,4,2,11,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,8.0,9.0,5,4,9,3,1,1,1,1,1,1,1,0,0,0,1,0,0,0,9,1,9,5,9,1,2.0,9,1.0,30,1,5,1997,2.0,999.0,700,1.0,1.0,M,0.0,,,999,3.0,99.0,9,9,F,3
181374,0.01003,_A,2013,26,27,HU,3.0,1,9,4,2,6,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2005,99.0,99.0,9,4,9,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,9,1,9,4,9,1,2.0,9,2.0,999,9,9,2000,2.0,999.0,999,1.0,0.0,L,0.0,9.0,9.0,999,8.0,99.0,9,9,9,6
181383,0.06881,_A,2013,50,51,HU,4.0,1,9,2,2,12,2013,1,2.0,25-39,005-EU28,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,12.0,0.0,9,4,9,3,3,1,1,1,1,1,1,1,0,0,1,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1996,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,2
181395,0.01573,_A,2013,36,37,HU,3.0,1,9,1,2,9,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,11.0,1.0,5,4,9,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1981,2.0,999.0,900,2.0,0.0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,H,3
181406,0.04912,_A,2013,49,50,HU,4.0,1,9,4,2,12,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,9.0,1.0,9,4,9,3,3,1,0,1,1,1,1,1,0,0,1,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1998,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,2
181430,0.03172,_A,2013,23,24,HU,3.0,1,9,1,2,6,2013,1,2.0,25-39,005-EU28,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,11.0,9.0,9,4,9,6,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1993,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,6.0,99.0,9,9,9,2
181449,0.01876,_A,2013,38,39,HU,4.0,1,9,5,2,9,2013,1,2.0,55-74,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,1988,99.0,99.0,9,4,9,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1972,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,2
181474,0.02673,_A,2013,15,16,HU,4.0,1,9,2,2,4,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,5.0,9,2,15,005-EU28,2013,4.0,0,1,9,1,9,9,0,3,3,3,3,3,0,40,0,0,98,0,9,40,3,1,7,1,9,99,9.0,9999,99.0,99.0,9,9,9,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,9,9,9,9,9,2,2.0,9,1.0,1,1,1,1984,1.0,600.0,999,9.0,1.0,L,0.0,,,0,,2.0,H,9,9,5
181485,0.12138,_A,2013,26,27,HU,3.0,1,9,4,2,6,2013,1,2.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,9,1,9,2,9,4,2.0,9,2.0,999,9,9,2006,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,,99.0,9,9,9,4
181490,0.01033,_A,2013,24,25,HU,4.0,1,9,2,2,6,2013,1,2.0,55-74,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,2,12,000-OWN COUNTRY,2013,4.0,1,1,9,2,4,3,0,1,3,3,3,3,40,40,0,0,97,0,9,40,3,1,1,1,9,99,9.0,9999,99.0,99.0,9,9,9,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,9,9,9,9,9,2,2.0,9,2.0,999,9,9,1971,1.0,900.0,999,9.0,0.0,M,0.0,9.0,9.0,2,,3.0,H,9,9,1
181492,0.03086,_A,2013,18,19,HU,3.0,1,9,4,2,5,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,3.0,1.0,5,4,9,2,1,1,0,1,1,0,1,0,0,0,1,1,0,0,9,1,9,5,9,1,2.0,9,2.0,999,9,9,2007,2.0,999.0,300,1.0,0.0,M,0.0,9.0,9.0,999,2.0,99.0,9,9,H,4
181576,0.03238,_A,2013,9,10,HU,3.0,1,9,5,2,2,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,12.0,0.0,5,4,9,2,1,1,0,1,1,0,1,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1997,2.0,999.0,800,1.0,0.0,M,0.0,9.0,9.0,999,2.0,99.0,9,9,F,3
181577,0.02395,_A,2013,1,2,HU,3.0,1,9,2,2,1,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,8.0,0.0,5,4,9,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1992,2.0,999.0,700,1.0,0.0,M,0.0,9.0,9.0,999,3.0,99.0,9,9,G,5
181580,0.0255,_A,2013,45,46,HU,3.0,1,9,2,2,11,2013,1,2.0,40-54,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2005,99.0,99.0,9,4,9,6,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9,1,9,4,9,1,2.0,9,2.0,999,9,9,1987,2.0,999.0,999,2.0,0.0,L,0.0,9.0,9.0,999,8.0,99.0,9,9,9,3
181612,0.03513,_A,2013,7,8,HU,4.0,1,9,6,2,2,2013,1,1.0,55-74,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2010,99.0,0.0,9,4,9,2,3,1,1,1,1,1,1,0,0,0,1,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1972,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,4
181618,0.04783,_A,2013,35,36,HU,3.0,1,9,6,2,8,2013,1,2.0,25-39,005-EU28,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2004,99.0,99.0,9,4,9,2,3,1,0,1,1,0,1,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1992,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,3
181642,0.16604,_A,2013,20,21,HU,4.0,1,9,1,2,5,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,5.0,9,2,15,005-EU28,2010,99.0,9,2,5,1,9,9,0,3,1,1,1,1,40,40,0,0,97,0,9,40,1,1,2,1,9,99,9.0,9999,99.0,99.0,9,9,9,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,9,9,9,9,9,4,2.0,9,2.0,999,9,9,2006,1.0,300.0,999,9.0,0.0,M,0.0,9.0,9.0,36,,1.0,H,9,9,2
181686,0.06185,_A,2013,32,33,HU,4.0,1,9,3,2,8,2013,1,1.0,40-54,005-EU28,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2000,99.0,99.0,9,4,9,2,3,1,0,1,1,0,1,0,0,0,0,1,0,0,9,1,9,5,9,2,2.0,9,2.0,999,9,9,1978,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,4
181736,0.03567,_A,2013,15,16,HU,3.0,1,9,6,2,4,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,2.0,0.0,9,4,9,2,3,1,0,1,1,0,1,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,2009,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,3
181738,0.04602,_A,2013,16,17,HU,4.0,1,9,4,2,4,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,6.0,0.0,5,4,9,3,2,0,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1990,2.0,999.0,700,2.0,0.0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,B,4
181745,0.02661,_A,2013,11,12,HU,3.0,1,9,1,2,3,2013,1,1.0,55-74,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,12.0,1.0,5,4,9,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1970,2.0,999.0,800,1.0,0.0,M,0.0,9.0,9.0,999,3.0,99.0,9,9,A,1
181752,0.03497,_A,2013,50,51,HU,4.0,1,9,2,2,12,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,10.0,1.0,5,4,9,6,1,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1983,2.0,999.0,900,1.0,0.0,L,0.0,9.0,9.0,999,2.0,99.0,9,9,G,4
181768,0.05932,_A,2013,27,28,HU,4.0,1,9,5,2,7,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,,0.0,9,4,9,3,3,1,1,1,1,1,1,0,0,0,0,1,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1990,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,3
181783,0.02842,_A,2013,30,31,HU,3.0,1,9,4,2,7,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2002,99.0,99.0,9,4,9,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1992,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,1
181789,0.03386,_A,2013,20,21,HU,3.0,1,9,3,2,5,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2008,99.0,0.0,9,4,9,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,9,1,9,4,9,2,2.0,9,2.0,999,9,9,1995,2.0,999.0,999,1.0,0.0,L,0.0,9.0,9.0,999,8.0,99.0,9,9,9,6
181797,0.15261,_A,2013,41,42,HU,4.0,1,9,6,2,10,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,3.0,9.0,9,4,9,2,1,0,1,1,1,1,1,0,0,0,1,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1985,2.0,999.0,999,1.0,0.0,H,0.0,9.0,9.0,999,6.0,99.0,9,9,9,3
181827,0.02878,_A,2013,46,47,HU,3.0,1,9,3,2,11,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,10.0,1.0,9,4,9,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,9,5,9,4,2.0,9,2.0,999,9,9,2008,2.0,999.0,999,1.0,0.0,L,0.0,9.0,9.0,999,5.0,99.0,9,9,9,6
181831,0.03407,_A,2013,20,21,HU,4.0,1,9,1,2,5,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,0.0,9,1,10,000-OWN COUNTRY,2005,99.0,9,2,5,2,2,1,0,3,3,3,3,3,0,28,0,0,98,1,2,40,3,1,2,1,9,99,9.0,9999,99.0,99.0,9,9,9,6,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,9,9,2,2.0,9,2.0,999,9,9,2004,1.0,500.0,999,9.0,0.0,H,0.0,9.0,9.0,96,,1.0,G,9,9,2
181846,0.10459,_A,2013,38,39,HU,4.0,1,9,6,2,9,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,12.0,5.0,9,4,9,3,3,1,1,1,1,1,1,1,0,0,1,1,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1998,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,6.0,99.0,9,9,9,4
181853,0.0466,_A,2013,14,15,HU,4.0,1,9,6,2,4,2013,1,2.0,40-54,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,4.0,0.0,9,4,9,3,2,1,1,1,1,1,1,0,0,0,1,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1983,2.0,999.0,999,2.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,3
181877,0.03915,_A,2013,13,14,HU,4.0,1,9,5,2,3,2013,1,2.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,3,2,1,0,1,1,0,1,0,0,0,0,1,0,0,9,1,9,2,9,2,2.0,9,2.0,999,9,9,2008,2.0,999.0,999,2.0,0.0,M,0.0,9.0,9.0,999,,99.0,9,9,9,3
181879,0.03387,_A,2013,34,35,HU,4.0,1,9,5,2,8,2013,1,2.0,40-54,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,6.0,0.0,9,4,9,6,3,1,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1982,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,2
181891,0.15318,_A,2013,11,12,HU,,1,9,4,2,3,2013,1,2.0,40-54,000-OWN COUNTRY,11+,NO ANSWER,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,2.0,0.0,5,4,9,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1980,2.0,999.0,900,1.0,0.0,M,0.0,9.0,9.0,999,2.0,99.0,9,9,H,2
181910,0.06777,_A,2013,28,29,HU,4.0,1,9,4,2,7,2013,1,2.0,55-74,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,7.0,1.0,9,4,9,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1969,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,7.0,99.0,9,9,9,6
181946,0.04612,_A,2013,1,2,HU,4.0,1,9,4,2,1,2013,1,2.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,11.0,4.0,5,4,9,3,1,1,1,0,1,0,1,0,0,0,0,1,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,2009,2.0,999.0,800,1.0,0.0,L,0.0,9.0,9.0,999,2.0,99.0,9,9,B,4
182022,0.02648,_A,2013,26,27,HU,3.0,1,9,3,2,6,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,6.0,0.0,9,4,9,2,3,1,0,1,1,1,1,0,0,0,1,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1985,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,3
182023,0.11992,_A,2013,32,33,HU,4.0,1,9,5,2,8,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2010,99.0,0.0,9,4,9,2,3,0,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,2007,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,4
182026,0.12728,_A,2013,38,39,HU,4.0,1,9,4,2,9,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,11.0,0.0,5,4,9,2,3,0,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1993,2.0,999.0,500,2.0,0.0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,H,1
182034,0.03431,_A,2013,28,29,HU,3.0,1,9,5,2,7,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2002,99.0,99.0,9,4,9,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,9,1,9,4,9,1,2.0,9,2.0,999,9,9,1991,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,5
182046,0.03364,_A,2013,18,19,HU,3.0,1,9,2,2,5,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,9,1,9,5,9,2,2.0,9,2.0,999,9,9,2008,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,,99.0,9,9,9,4
